// public/problems.csv

静岡県にある弥生時代の代表的な遺跡を何というか。,登呂遺跡
佐賀県にある弥生時代の代表的な遺跡を何というか。,吉野ケ里遺跡
倭（わ）の奴国（なのくに）の王が使いを送ったのは.中国の何という王朝か。,漢(後漢)
「漢委奴国王（かんのわのなのこくおう）」と刻まれた金印が江戸時代に発見されたのは現在の何県か。,福岡県
３世紀ごろ30余りの小国を従えていた国を何というか。,邪馬台国
邪馬台国をおさめていた女王はだれか。,卑弥呼
卑弥呼が使いを送ったのは中国の何という王朝か。,魏
邪馬台国についての記述がある中国の歴史書を何というか。,魏志倭人伝
近畿地方の有力な豪族が連合してつくった政権を何というか。,大和政権
３世紀の後半からつくられた巨大な墓を何というか。,古墳
大阪府堺市にある世界最大級の古墳を何というか。,大仙古墳
古墳のうち円形と方形を組み合わせた形をしているものを何というか。,前方後円墳
古墳の頂上やまわりに並べられた素焼きの土製品を何というか。,はにわ
３世紀中ごろから6世紀末ごろにかけての古墳がさかんにつくられた時代を何というか。,古墳時代
４世紀ごろ朝鮮半島の南部で小国を統一して成立した国は百済ともう1つはどこか。,新羅
小国が分立していた朝鮮半島南端の地域を何というか。,伽耶（任那）
大和政権が百済（くだら）などと結んで高句麗（こうくり）と戦ったことが記されている碑（ひ）を何というか。,好太王碑
5世紀には，大和政権は九州地方から（　　）地方南部までの地域を支配するようになった。(　 )にあてはまる地方名を書け。,東北
5世紀ごろ大和政権の王は，何と呼ばれるようになったか。,大王
5世紀半ばに中国の南部をおさめ倭（わ）の五王（ごおう）が使いを送った南朝の王朝を何というか,宋
朝鮮半島などから，一族でまとまって日本列島に移り住んだ人々を何というか,渡来人
渡来人（とらいじん）の人々が伝えた，高温で焼かれたかたい土器を何というか。,須恵器
渡来人の人々が伝えた平仮名や片仮名のもとになった文字を何というか。,漢字
石を打ち欠いてつくった、するどい刃をもつ石器を何というか。,打製石器
今から2万年ほど前にあらわれた、現在の人類の直接の祖先にあたる人類を何というか。,新人（ホモ・サピエンス）
気候が暖かくなると、農耕や牧畜が行われ、表面をみがいた磨製石器がつくられるようになった。この時代を何というか。,新石器時代
農耕や牧畜が発連し、食料が豊かになると争いが増えた。このようななかで強い集団が弱い集団を従えてできたものを何というか。,国
紀元前16世紀ごろに黄河流域に生まれた国では、優れた青銅器がつくられた。この国を何というか。,殷
春秋戦国時代の中国で孔子が説いた教えをもとにしておこった、新しい思想を何というか。,儒学(儒教)
紀元前3世紀、始皇帝が中国を統一する帝国をつくりあげた。この国を何というか。,秦
秦がほろんだのちに中国を統一し、紀元前2世紀には、朝鮮半島に楽浪郡を設けて、中央アジアまで支配した国を何というか。,漢
漢の時代には西方への交通路が開かれ、中国から絹織物などカ西方へもたらされた。この交通路を何というか。,シルクロ一ド（絹の道）
日本が大陸と陸続きだったころ地球は氷におおわれる時期と温暖な時期が何度かくり返されていた。この時代を何というか。,氷河時代
1万2000年ほど前から日本でつくられるようになった、表面に縄目のような文様のついた土器を何というか。,縄文土器
縄文時代の人々が、貝がらなどの食べ物の残りかすなどを捨てたあとを何というか。,貝塚
縄文時代の人々が，魔除けや食物の豊かさをいのるためにつくったと考えられる人形を何というか。,土偶
青森県で発掘された、最大で500人が住んでいたといわれる縄文時代の代表的な遺跡を何というか。,三内丸山遺跡
紀元前4世紀ごろ、大陸から渡来した人々によって稲作が伝えられたのは、現在のどの地方か。,九州北部（九州地方）
稲作とともに伝えられた青銅器や鉄器をまとめて何というか。,金属器
佐賀県で、物見やぐらをそなえた弥生時代の大集落のあとが発掘された。この遺跡を何というか。,吉野ヶ里遺跡
紀元前後のころ、倭（日本）には100余りの国があり、楽浪郡を通じて漢に使いを送る国もあったと記されている中国の歴史書を何というか。,漢書
1世紀の半ばに，倭の奴国の王が後漢に使いを送り皇帝から授けられた「漢委奴国王」と刻まれているものは何か。,金印
3世紀ごろの中国では後漢がほろび、魏、蜀、呉に分かれて争っていた。この時代を何というか。,三国時代
「魏志倭人伝」には、卑弥呼が治めた国のようすがえがかれている。この国の名を何というか。,邪馬台国
卑弥呼が魏の皇帝から金印とともに授けられたとされる称号を何というか,親魏倭王
邪馬台国のあった場所については、二つの説に分かれている。近畿（大和、奈良県）説ともう一つはどこ説か。,九州説
3世紀後半、奈良盆地を中心とする地域に成立した、王を中心として、有力な豪族が支える強力な勢力を何というか。,大和政権
王や豪族をほうむるためにつくられた大きな墓を何というか。,古墳
はにわのなかで、鉄でできたかぶととよろいを着け、刀を持った完全武装の姿のものを何というか,武人はにわ
稲作に関係の深い自然の神々で、水を支配するとされ、当時の人々に信仰されていた神を何というか。,へびの神
国のおこりや王たちのこと、死後の世界についての考え方がのちにまとめられたものを何というか,神話
5世紀ごろの中国で、南と北に分かれて、国々の対立が統いていた時代を何というか。,南北朝時代
紀元前後におこった国で、朝鮮半島の北部で勢力をのばした国を何というか。,高句麗
4世紀ごろ、朝鮮半島におこった国で、高句麗と百済と三国で勢力を争った国を何というか。,新羅
大和政権が、百済や、伽耶（任那）地域の国々と結んで、高句麗や新羅と戦ったことが記されているものを何というか。,好太王（広開土王碑）
稲荷山古墳（埼玉県）から出土した、「ワカ夕ケル大王」の名が刻まれた武器は何か。,鉄剣
大和政権の王は九州地方から束北地方南部に至る各地の豪族を従えて、何と呼ばれていたか。,大王
5世紀に、倭の五王がたびたび使いを送ったのは、当時の中国の北朝、南朝のうちどちらか。,南朝
朝鮮半島から日本列島に、一族でまとまって移り住んだ人々を何というか,渡来人
渡来人の人々は財政や政治の面でも活躍したが，そのなかで、何の記録をとっていたか,朝廷
6世紀末に南北朝を統一して中国を支配した王朝を何というか。,隋
推古天皇を助け，蘇我氏とともに政治を行った人物はだれか。,聖徳太子
聖徳太子がついた，天皇が女性であったり幼少の場合に，天皇の代理として政治を行う役職を何というか。,摂政
聖徳太子が定めた家柄にとらわれず才能のある人物を採用する制度を何というか。,冠位十二階
聖徳太子が制定した，朝廷の役人の心構えを示したきまりを何というか。,十七条の憲法
進んだ中国の制度や文化を取り入れるために聖徳太子が派遣した使節を何というか,遣隋使
遣隋使として中国に派遣された代表的な人物はだれか。,小野妹子
飛鳥地方を中心に栄えた，仏教をもとにした文化を何というか。,飛鳥文化
飛鳥文化の代表的なもので，聖徳太子が建てたとされる世界最古の木造建築物を何というか。,法隆寺
7世紀はじめに隋（ずい）がほろんだあと中国を統一した王朝を何というか。,唐
中大兄皇子（なかのおうえのおうじ）らが蘇我氏をたおして始めた，一連の政治改革を何というか。,大化の改新
中大兄皇子らが蘇我（そが）氏をたおして大化の改新の改革を始めたのは何年のことか。,645年
中大兄皇子とともに大化の改新を進め、後に藤原の姓をあたえられた人物はだれか。,中臣鎌足
大化の改新の改革で打ち出された全国の土地と人民を国のものとする制度を何というか。,公地・公民
日本はほろぼされた百済（くだら）復興のために朝鮮半島に兵を送ったが新羅（しらぎ）と唐の連合軍に敗れた。この戦いを何というか。,白村江の戦い
天智天皇の死後に起きた，あとつぎをめぐる争いを何というか。,壬申の乱
大化の改新に勝利し中央集権国家をめざした天皇はだれか,天武天皇
持統（じとう）天皇がつくった日本ではじめての本格的な都を何というか。,藤原京
唐の法律にならい７０１年につくられたきまりを何というか。,大宝律令
天皇から高い位をあたえられた一族を何というか。,貴族
710年に奈良盆地北部につくられた都を何というか。,平城京
平城京に都が置かれてから京都に都を移すまでの時代を何というか。,奈良時代
律令制のもと地方の国の政治を行った役人を何というか。,国司
国司のもとで郡の政治を行った役人を何というか,郡司
九州地方をまとめたり唐や新羅との外交や防衛のために，現在の福岡県に置かれた役所を何というか。,大宰府
6歳以上の男女に農地を割り当て，死ねば返させるという土地制度を何というか。,班田収授法
班田収授法（はんでんしゅうじゅのほう）で割り当てられた農地のことを何というか。,口分田
成人男子に課せられた兵役の負担のうち，九州北部の防衛にあたった者を何というか。,防人
743年に定められた，新しく開墾した土地は永久に私有してよいとする法令を何というか。,墾田永年私財法
墾田（こんでん）永年私財法の制定によって広がった貴族や寺社の私有地はのちに何と呼ばれるようになったか。,荘園
8世紀中ごろに栄えた，中国の文化と仏教の影響を強く受けた文化を何というか。,天平文化
聖武天皇が仏教によって国家を守るために都に建てた，大仏をまつる寺院を何というか。,東大寺
日本に正しい仏教を伝えるために唐から来日し唐招提寺（とうしょうだいじ）を建てた人物はだれか。,鑑真
民衆に布教しながら人々とともに橋などをつくった僧はだれか。,行基
8世紀に書かれた国のおこりや天皇などについて書かれた歴史書は「日本書紀」ともう１つは何か？,古事記
全国の国ごとの自然・産物・地理や伝説などをまとめた地理書を何というか,風土記
律令政治の立て直しをはかり都を京都に移した天皇はだれか。,桓武天皇
794年に京都につくられた都を何というか。,平安京
平安京がつくられてから鎌倉幕府の成立までを何時代というか。,平安時代
東北地方の支配のために坂上田村麻呂（さかのうえのたむらまろ）が任命された役職を何というか。,征夷大将軍
比叡山ひえいざん（滋賀県・京都府）に延暦寺（えんりゃくじ）を建て天台宗を広めたのはだれか。,最澄
高野山こうやさん(和歌山県）に金剛峯寺（こんごうぶじ）を建て真言宗を広めたのはだれか。,空海
唐のおとろえや航海の危険を理由に遣唐使の停止をうったえた人物はだれか。,菅原道真
唐がほろんだあと，10世紀後半に中国を統一した国を何というか,宋（北宋）
10世紀はじめにおこり新羅（しらぎ）をほろぼして朝鮮半島を統一した国を何というか,高麗
天皇が幼いときには摂政（せっしょう）、成長してからは関白（かんぱく）として天皇に代わって行う政治を何というか。,摂関政治
摂関政治（せっかんせいじ）を行い平安時代に力をのばした一族を何というか。,藤原氏
藤原氏が最も栄えたときの人物で，1016年に摂政となったのはだれか。,藤原道長
平安時代の半ばに生まれた，日本の風土やくらしに合った洗練された文化を何というか。,国風文化
国風文化のなかで生まれた日本語の発音をあらわせるようにくふうした文字を何というか。,仮名文字
仮名文字を使い，紫式部によって書かれた物語を何というか。,源氏物語
仮名文字を使い清少納言によって書かれた随筆を何というか。,枕草子
10世紀はじめに紀貫之（きのつらゆき）らが編集した和歌集を何というか。,古今和歌集
念仏を唱え阿弥陀如来（あみだにょらい）にすがって極楽浄土に生まれ変わることを願う信仰を何というか。,浄土信仰
藤原頼通（よりみち）が宇治（うじ）に建てた阿弥陀（あみだ）堂を何というか。,平等院鳳凰堂
聖徳太子が、大王（天皇）を中心とする政治制度を整えようとしたとき協力した人物はだれか。,蘇我馬子
聖徳太子が、才能や功績のある人物を、役人に取り立てようとして定めた制度を何というか。,冠位十二階の制度
中臣鎌足（のちの藤原鎌足）とともに大化の改新を始め、のちに即位して天智天皇になった人物はだれか。,中大兄皇子
大化の改新で、中臣鎌足らにたおされた豪族の親子の名を何というか。,蘇我蝦夷・入鹿
663年の白村江の戦いのとき、日本が朝鮮半島に出兵したのは，何という国を助けるためか。,百済
天智天皇が、政治の改革を進めるなかで、はじめて全国でつくったものは何か。,戸籍
天智天皇の没後におこった、あとつぎをめぐる争いを何というか。,壬申の乱
壬申の乱の争いに勝った人物は、即位して何という天皇になったか。,天武天皇
天武天皇の没後に皇后である人物が天皇に即位した。その天皇の名前は何か。,持統天皇
持統天皇は，道路によってごばんの目のように区画された都をつくった。その都を何というか。,藤原京
藤原京の都がつくられたころ定められた国号を何というか。,日本
律令にもとづいて政治を行う国家を何というか。,律令国家
律令による役所のしくみで、天皇の次に高く、下に8省が置かれたくらいを何というか。,太政官
律令制度下で、九州に置かれ、九州地方の政治のほかに外交や防衛にあたった役所を何というか。,太宰府
日本で最初につくられた銅銭を何というか。,富本銭
戸籍にもとづいて6歳以上の人々に土地をあたえて耕作させ、死ぬとその土地を返させることを定めたきまりを何というか。,班田収授法
農民に課せられた税のうち、収穫の約3%の稲をおさめる税を何というか,租
630年以降、さかんに派遣された中国への使いを何というか。,遣唐使
聖武天皇が仏教の力で国の平和と安全を守るために国ごとにつくらせた寺は、国分寺ともう一つは何か。,国分尼寺
国分寺と国分尼寺の中心として、都に建てられ、大仏が造立されたのは何という寺か。,東大寺
聖武天皇の遺品などをおさめた東大寺にある宝庫を何というか。,正倉院
8世紀前半につくられた、神話や伝承、記録などをもとにまとめた歴史睿は、「古事記」ともう一つは何か。,日本書紀
8世紀前半につくられた、地方の国ごとの自然，産物、伝説などを記した地理書を何というか。,風土記
天皇や貴族だけでなく、防人や農民の歌など約4500首をおさめた日本で最初の和歌集を何というか。,万葉集
奈良時代の後半に，貴族や僧の間で勢力争いが激しくなり、新しい都で政治を立て直そうと考え、都を移した天皇はだれか。,桓武天皇
桓武天皇は784年に長岡京に都を移し，次いで794年に別の場所に都を移した。この都を何というか。,平安京
遣唐使とともに唐にわたった最澄（さいちょう）が、805年に唐から伝えた仏教の新しい宗派を何というか。,天台宗
最澄が比叡山（滋賀県・京都府）に建てた寺を何というか。,延暦寺
遣唐使とともに唐にわたった空海が、806年に唐から伝えた仏教の新しい宗派を何というか。,真言宗
空海が高野山（和歌山県）に建てた寺を何というか。,金剛峯寺
7世紀以降くり返し派遣され、894年に停止された中国への使いを何というか。,遣唐使
唐がほろんだあと，10世紀に中国を統一した国を何というか。,宋（北宋）
娘を天皇のきさきにして，それを利用して摂政や関白の職について政治を行った藤原氏の政治を何というか。,摂関政治
摂関政治の全盛期をつくった父と子はだれとだれか。,藤原道長・頼通
日本の風土や生活、日本人の感情に合った貴族たちの文化を何というか。,国風文化
紀貫之などが編集した和歌集を何というか。,古今和歌集
随筆「枕草子」をあらわした人物はだれか。,清少納言
「源氏物語」 をあらわした人物はだれか。,紫式部
「源氏物語絵巻」 のように，日本の自然や風俗をえがいた絵で、日本画のもととなった絵を何というか。,大和絵
平安時代中ごろから広まった，阿弥陀如来にすがれば死後、極楽浄土に生まれ変わることができるという信仰を何というか。,浄土信仰
浄土信仰にもとづいて建てられた平等院鳳凰堂などの建物を何というか。,阿弥陀堂
主従関係で結ばれた武士の集団を何というか。,武士団
10世紀の中ごろ関東地方で反乱を起こした武士はだれか。,平将門
10世紀の中ごろ瀬戸内海地方で反乱を起こした武士はだれか。,藤原純友
天皇の子孫であり，力をのばした武士団は，源氏ともう一つは何か。,平氏
前九年合戦・後三年合戦をしずめ東日本に勢力を広げた武士はだれか。,源義家
1068年に藤原氏との関係がうすい天皇が即位し，政治改革を行った。この天皇を何というか。,後三条天皇
天皇が位をゆずって上皇となったのちも実権をにぎって行った政治を何というか。,院政
1086年に院政を始めた人物はだれか。,白河上皇
大寺院の僧は，武装して強訴を行った。このような武装した僧を何というか,僧兵
上皇と天皇の対立から，1156年に起こった内乱を何というか。,保元の乱
１１５９年に起こった平治の乱で源義朝に勝利した武士は誰か？,平清盛
平清盛が台頭したころ，院政を行っていた人物はだれか。,後白河上皇
平清盛が就任した朝廷での最高の官位を何というか。,太政大臣
平清盛は中国の何という王朝と貿易を行ったか。,宋
平清盛が貿易を進めるために改修した港は現在の何市にあるか。,神戸市（兵庫県）
鎌倉を本拠地として関東地方を支配し平氏をたおした人物はだれか。,源頼朝
源頼朝の弟で，1185年に平氏をほろぼした人物はだれか,源義経
平氏がほろんだ場所を3字で書け。,壇ノ浦
源頼朝が対立した源義経をとらえるという理由で国ごとに置いた役職何というか,守護
源頼朝が征夷大将軍に任命されたのは何年か。,1192年
将軍と主従関係を結んだ武士を何というか。,御家人
将軍が御家人の以前からの領地を保護したり新しい土地をあたえたりすることを何というか,御恩
御恩に対し，御家人が将軍のために戦時に一族を率いて戦ったり，京都や鎌倉の警備にあたることを何というか。,奉公
源氏の将軍が三代でとだえたあと，政治の実権をにぎったのは何氏か。,北条氏
北条氏は何という地位について政治の実権をにぎったか。,執権
後鳥羽上皇が幕府をたおそうとして1221年に起こした争いを何というか,承久の乱
承久の乱のあと朝廷や西国の監視のために京都に置かれた役所を何というか。,六波羅探題
阿氏河荘（あてがわのしょう）の農民は莊圍領主にある者の横暴な行いをうったえた。莊園の管理などをするこの者の役職を何というか。,地頭
1232年に御成敗式目（貞永式目）をつくった人物はだれか。,北条泰時
米の裏作に麦をつくる農業を何というか。,二毛作
後鳥羽上皇の命令で藤原定家らが編集した和歌集を何というか。,新古今和歌集
鎌倉時代を代表する軍記物で平氏の盛衰をえがいた物語を何というか。,平家物語
阿弥陀如来の救いを信じて念仏を唱えればだれでも極楽浄土に生まれ変われると説いて，浄土宗を開いた人物はだれか。,法然
親鸞（しんらん）が広めた阿弥陀如来にすがれば悪人でも救われるという仏教の宗派を何というか,浄土真宗
法華経（ほけきょう）を信じ，「南無妙法蓮華経」という題目を唱えれば救われると説いた人物はだれか。,日蓮
栄西や道元が伝えた座禅によって自分の力でさとりを開こうとする仏教の宗派を何というか。,禅宗
10世紀のころ、主人と家の子、郎党、下人との間に主従関係を結んで結成された武士の組織を何というか。,武士団
935年に関東地方でおこった武士による大規模な反乱を何というか。,平将門の乱
939年に瀬戸内海地方でおこった武士による大規模な反乱を何というか。,藤原純友の乱
成長した武士団の中で、西日本に勢力をのばしたのは何氏か。,平氏
1159年におこり、平清盛が勝利をおさめた乱を何というか。,平治の乱
1167年に、平清盛が武士としてはじめてついた役職を何というか。,太政大臣
将軍と配下の武士の主従関係の中で、将軍が以前からの領地を保護し、新しい領地をあたえたことを何というか。,御恩
御恩をあたえられて、将軍に忠誠をちかった武士のことを何というか。,御家人
1221年に、朝廷の勢力の回復を図って承久の乱をおこした人物はだれか,後鳥羽上皇
承久の乱のとき、嫌倉の武士たちに、源頼朝の御恩を説いて結束をうったえた人物はだれか。,北条政子
地頭と領主の間で土地争いがおき、地頭に土地の半分があたえられたことを何というか。,下地中分
武士の生活の中で、名誉を重んじ恥をきらう、武士らしい心構えを「武士（もののふ）の道」あるいは何と呼んだか。,弓馬の道
武士の家では、一族の長が中心となって子や兄弟などをまとめ、団結していた。この長を何というか。,惣領
1232年に北条泰時が執権政治を進めるための法律を定めた。この法律を何というか。,御成敗式目（貞永式目）
農具をつくる鍛冶屋や、衣服の染物を行う紺屋などを何というか。,手工業者
寺社の門前や交通の便利なところできまった日に開かれ、米や布などの商品を並べて売る市を何というか。,定期市
社会のむなしさを「方丈記」に記した人物はだれか。,鴨長明
宋からの新しい建築様式で述されたのは、何という寺の何という門か。,東大寺南大門
東大寺南大門に置かれている，運慶の制作した力強い彫刻作品を何というか。,金剛力士像
各地をめぐって，琵琶を弾きながら「平家物語」を語り広めた人を何というか。,琵琶法師
 「徒然草」を著し、生き生きとした民衆の姿を取り上げた人物はだれか。,兼好法師
一遍（いっぺん）が念仏の札を配って念仏の教えを広めた仏教の宗派を何というか。,時宗
日蓮が開いた、法華経の題目を唱えれば、人も国も救われると説いた仏教の宗派を何というか。,日蓮宗（法華宗）
栄西らが宋から伝えた、座禅によって自分の力でさとりを開こうとする仏教を何というか。,禅宗
禅宗の一つで、北陸地方を中心に曹洞宗を開いた人物はだれか。,道元
神への信仰を仏教に取り入れた考えを何というか。,神仏習合
13世紀はじめモンゴル民族を統一してモンゴル帝国のを築いたのはだれか。,チンギス・ハン
国号を元と改め中国を統一したモンゴル帝国第5代皇帝はだれか。,フビライ・ハン
フビライ・ハンは都を何という都市に移したか。,大都
元（げん）に服従した朝鮮半島の国を何というか。,高麗
1274年に起こった最初の元軍の襲来を何というか。,文永の役
元軍が退いたあと防備のために嫌倉幕府が博多湾沿いに築いた石垣を何というか。,石塁
1281年に起こった２度目の元軍の襲来を何というか,弘安の役
文永の役、弘安の役の元軍の襲来をあわせて何というか。,元寇
元軍が襲来したときの鎌倉幕府の執権はだれか。,北条時宗
鎌倉幕府が出した質流れや売った土地をもとの持ち主にただで返すことを定めた法令を何というか。,永仁の徳政令
鎌倉時代末期にあらわれた幕府や莊園領主に従わない者を何というか。,悪党
鎌倉幕府をたおそうとして楠木正成らに挙兵を呼びかけた天皇はだれか。,後醍醐天皇
鎌倉幕府滅亡後に後醍醐天皇が行った新しい政治を何というか。,建武の新政
1338年に征夷大将軍に任じられ室町幕府を開いた人物はだれか。,足利尊氏
約60年間続いた2つの朝廷が対立する時代を何というか。,南北朝時代
14世紀末に2つの朝廷を統一を実現させた室町幕府の第３代将軍はだれ,足利義満
領国内の武士を従え一国を支配する領主に成長した守護を何というか。,守護大名
室町幕府で将軍の補佐役として置かれた役職を何というか。,管領
室町幕府が関東地方を支配するために鎌倉に置いた役所を何というか。,鎌倉府
14世紀中ごろに元を追いはらって，中国を統一した漢民族の国を何というか,明
13～16世紀に大陸沿岸で海賊行為をしていた集団を何というか。,倭寇
日本と明との貿易において正式な貿易船の証明書として使われたものを何というか。,勘合
明との貿易において日本が輪人し定期市での取り引きなどに使われたものは何か。,銅銭（明銭）
14世紀末，高麗（こうらい）をたおして建国された国を何というか。,朝鮮国
朝鮮国を建国した人物はだれか。,李成桂
朝鮮国でつくられた表音文字を何というか。,ハングル（訓民正音）
15世紀前半に尚（しょう）氏が沖縄島を統一して建てた国を何というか。,琉球王国
琉球王国はアジア各地との（　　）貿易によって栄えた。（　）にあてはまる語句を書け。,中継
狩りや漁、交易をして生活していた北海道の先住民族を何というか。,アイヌ民族
アイヌ民族の首長で15世紀に起こった和人への蜂起（ほうき）の中心となった人物はだれか。,コシャマイン
室町時代のころ、かんがいに用いられるようになった装置は何か。,水車
馬に荷物を乗せて品物を運んだ業者を何というか。,馬借
港で物資の保管や運送を行った業者を何というか。,問
商人や手工業者がつくった同業者の団体を何というか。,座
寺社の門前に発達した都市を何というか,門前町
村の有力者を中心につくられた農村の自治組織を何というか。,惣
中世の金融業者には酒屋のほかにどのようなものがあったか。,土倉
団結した農民らが、土倉（どそう）などをおそって借金の帳消しなどを求めた動きを何というか。,土一揆
将軍のあとつぎ争いに，守護大名の細川氏と山名氏の対立などがからんで，1467年に京都の町で起こった戦乱を何というか？,応仁の乱
現在の京都府南部で武士と農民が団結して守護大名を追いはらい自治を行ったできごとを何というか。,山城国一揆
浄土真宗の信仰で結びっいた人々が起こした一揆を何というか。,一向一揆
家臣が守護大名をたおすなど下の地位の者が上の地位の者を実力でたおす風潮を何というか。,下剋上
室町時代後半の約100年間の戦乱の時代を何時代というか。,戦国時代
守護大名をたおすなどして，領国を支配するようになった大名を何というか。,戦国大名
戦国大名が城を中心にして家臣や商工業者を集めてつくった都市を何というか。,城下町
戦国大名が領国内を支配するために定めた独自の法令を何というか。,分国法
京都で祇園（ぎおん）祭を再興するなどした裕福な商工業者を何というか。,町衆
和歌の上の句と下の句を別の人がよみつないでいくことを何というか。,連歌
猿楽や田楽から発達し観阿弥（かんあみ）と世阿弥（ぜあみ）によって大成された芸能を何というか。,能
足利義満が京都の北山の別荘に建てた3つの建築様式からなる建築物を何というか。,金閣
足利義満のころの文化を特に何というか。,北山文化
足利義政が建てた東求堂（とうぐどう）などにみられ，ふすまや畳床の間などがある建築様式を何というか。,書院造
雪舟（せっしゅう）が大成した墨の濃淡によって自然などを表現する絵画を何というか,水墨画
足利義政が京都の東山の別莊に建てた，2つの建築様式からなる建築物を何というか。,銀閣
足利義政のころの文化を特に何というか,東山文化
能の合間に演じられた喜劇を何というか。,狂言
「一寸法師」や「浦島太郎」などの絵入りの物語を何というか,御伽草子
フビライ・ハンが定めたモンゴル帝国の新しい国号を何というか。,元
フビライ・ハンに仕え、「世界の記述」 (東方見聞録) のなかで日本を「黄金の国ジパング」と紹介したイタリア人はだれか。,マルコ・ポーロ
日本を従えようとしてフビライ・ハンの皇帝が送ってきた使者を退けた、鎌倉幕府の執権はだれか。,北条時宗
1274年に元の軍が対馬・壱岐をへて九州北部の博多湾岸に上陸した戦乱を何というか。,文永の役
生活が苦しくなった御家人を救うために幕府が出した、御家人が借金のかたで失った土地を返させる命令を何というか。,徳政令
倒幕計画に失敗し隠岐に流されて、のちに天皇中心の新たな政治を始めた人物はだれか。,後醍醐天皇
倒幕に加わって鎌倉幕府をほろぼし，のちに征夷大将軍に任命されて幕府を開いた人物はだれか。,足利尊氏
鎌倉幕府が滅亡したことにより、後醍醐天皇による新たな政治が始まった この政治を何というか。,建武の新政
建武の新政に失敗した後醍醐天皇はどこへのがれたか。,吉野
足利尊氏が開いた幕府は， 3代将軍がこの幕府を移した地名から何と呼ばれているか。,室町幕府
